loinc_num,long_common_name,classtype,found_in_lab,found_in_obs_clin,found_in_obs_gen
45576-6,Covert/open conflict with or,4,,,1
45577-4,Unhappy with roommate [Minimu,4,,,1
45578-2,Unhappy with residents other,4,,,1
45579-0,Openly expresses conflict/ang,4,,,1
45580-8,Absence of contact with famil,4,,,1
45581-6,Recent loss of close family m,4,,,1
45582-4,Does not adjust easily to cha,4,,,1
4558-3,Hemoglobin Barts [Presence] i,1,1,,
45583-2,No unsettled relationships [M,4,,,1
45584-0,Strong identification with pa,4,,,1
45585-7,Expresses sadness/anger/empty,4,,,1
45586-5,Resident perceives that daily,4,,,1
45587-3,Past roles - none of above [M,4,,,1
45588-1,Bed mobility - self-performan,4,,,1
45589-9,Bed mobility - support provid,4,,,1
45590-7,Transfer - self-performance d,4,,,1
4559-1,Hemoglobin Barts [Presence] i,1,1,,
45591-5,Transfer - support provided d,4,,,1
45592-3,Walk in room - self-performan,4,,,1
45593-1,Walk in room - support provid,4,,,1
45594-9,Walk in corridor - self-perfo,4,,,1
45595-6,Walk in corridor - support pr,4,,,1
45596-4,Locomotion on unit - self-per,4,,,1
45597-2,Locomotion on unit - support,4,,,1
45598-0,Locomotion off unit - self-pe,4,,,1
45599-8,Locomotion off unit - support,4,,,1
45600-4,Dressing - self-performance d,4,,,1
45601-2,Dressing - support provided d,4,,,1
45602-0,Eating - self-performance dur,4,,,1
45603-8,Eating - support provided dur,4,,,1
45604-6,Toilet use - self-performance,4,,,1
45605-3,Toilet use - support provided,4,,,1
45606-1,Personal hygiene - self-perfo,4,,,1
45607-9,Personal hygiene - support pr,4,,,1
45608-7,Bathing - self-performance du,4,,,1
4560-9,Hemoglobin Bethesda [Presence,1,1,,
45609-5,Bathing - support provided du,4,,,1
45610-3,Balance while standing [Minim,4,,,1
45611-1,Task segmentation [Minimum Da,4,,,1
45612-9,Resident believes he or she i,4,,,1
45613-7,Direct care staff believe res,4,,,1
45614-5,Resident able to perform task,4,,,1
45615-2,Difference in ADL Self-Perfor,4,,,1
45616-0,Activities of daily living re,4,,,1
4561-7,Hemoglobin C/Hemoglobin.total,1,1,,
45617-8,Change in activities of daily,4,,,1
45618-6,Bowel continence [Minimum Dat,4,,,1
45619-4,Bladder continence [Minimum D,4,,,1
45620-2,Bowel elimination pattern reg,4,,,1
45621-0,Constipation [Minimum Data Se,4,,,1
45622-8,Diarrhea [Minimum Data Set],4,,,1
45623-6,Fecal impaction [Minimum Data,4,,,1
45624-4,Bowel elimination pattern - n,4,,,1
4562-5,Hemoglobin C/Hemoglobin.total,1,1,,
45625-1,Any scheduled toileting plan,4,,,1
45626-9,Bladder retraining program [M,4,,,1
45627-7,External catheter [Minimum Da,4,,,1
45628-5,Indwelling catheter [Minimum,4,,,1
45629-3,Intermittent catheter [Minimu,4,,,1
45630-1,Did not use toilet room/commo,4,,,1
45631-9,Pads/briefs used [Minimum Dat,4,,,1
45632-7,Enemas/irrigation [Minimum Da,4,,,1
4563-3,Hemoglobin C/Hemoglobin.total,1,1,,
45633-5,Ostomy present [Minimum Data,4,,,1
45634-3,Continence appliances and pro,4,,,1
45635-0,Change in urinary continence,4,,,1
45636-8,Diabetes mellitus [Minimum Da,4,,,1
45637-6,Hyperthyroidism [Minimum Data,4,,,1
45638-4,Hypothyroidism [Minimum Data,4,,,1
45639-2,Arteriosclerotic heart diseas,4,,,1
456-4,Spiramycin [Susceptibility] b,1,1,,
45640-0,Cardiac dysrhythmias [Minimum,4,,,1
4564-1,Hemoglobin C - Harlem [Presen,1,1,,
45641-8,Congestive heart failure [Min,4,,,1
45642-6,Deep vein thrombosis [Minimum,4,,,1
45643-4,Hypertension [Minimum Data Se,4,,,1
45644-2,Hypotension [Minimum Data Set,4,,,1
45645-9,Peripheral vascular disease [,4,,,1
45646-7,Other cardiovascular disease,4,,,1
45647-5,Arthritis [Minimum Data Set],4,,,1
45648-3,Hip fracture [Minimum Data Se,4,,,1
45649-1,Missing limb [Minimum Data Se,4,,,1
45650-9,Osteoporosis [Minimum Data Se,4,,,1
45651-7,Pathological bone fracture [M,4,,,1
45652-5,Alzheimer's disease [Minimum,4,,,1
45653-3,Aphasia [Minimum Data Set],4,,,1
45654-1,Cerebral palsy [Minimum Data,4,,,1
45655-8,Cerebrovascular accident [Min,4,,,1
45656-6,Dementia other than Alzheimer,4,,,1
45657-4,Hemiplegia or hemiparesis [Mi,4,,,1
4565-8,Hemoglobin Chesapeake [Presen,1,1,,
45658-2,Multiple sclerosis [Minimum D,4,,,1
45659-0,Paraplegia [Minimum Data Set],4,,,1
45660-8,Parkinson's disease [Minimum,4,,,1
45661-6,Quadriplegia [Minimum Data Se,4,,,1
45662-4,Seizure disorder [Minimum Dat,4,,,1
45663-2,Transient ischemic attack [Mi,4,,,1
45664-0,Traumatic brain injury [Minim,4,,,1
45665-7,Anxiety disorder [Minimum Dat,4,,,1
4566-6,Hemoglobin Chesapeake [Presen,1,1,,
45666-5,Depression [Minimum Data Set],4,,,1
45667-3,Manic depression [Minimum Dat,4,,,1
45668-1,Schizophrenia [Minimum Data S,4,,,1
45669-9,Asthma [Minimum Data Set],4,,,1
45670-7,Emphysema or COPD [Minimum Da,4,,,1
45671-5,Cataracts [Minimum Data Set],4,,,1
45672-3,Diabetic retinopathy [Minimum,4,,,1
45673-1,Glaucoma [Minimum Data Set],4,,,1
4567-4,Hemoglobin Constant Spring [P,1,1,,
45674-9,Macular degeneration [Minimum,4,,,1
45675-6,Allergies [Minimum Data Set],4,,,1
45676-4,Anemia [Minimum Data Set],4,,,1
45677-2,Cancer [Minimum Data Set],4,,,1
45678-0,Renal failure [Minimum Data S,4,,,1
45679-8,None of the listed diseases o,4,,,1
45680-6,Antibiotic resistant infectio,4,,,1
45681-4,Infection with Clostridioides,4,,,1
4568-2,Hemoglobin Constant Spring [P,1,1,,
45682-2,Conjunctivitis [Minimum Data,4,,,1
45683-0,HIV infection [Minimum Data S,4,,,1
45684-8,Pneumonia [Minimum Data Set],4,,,1
45685-5,Respiratory infection [Minimu,4,,,1
45686-3,Septicemia [Minimum Data Set],4,,,1
45687-1,Sexually transmitted diseases,4,,,1
45688-9,Tuberculosis [Minimum Data Se,4,,,1
45689-7,Urinary tract infection in la,4,,,1
4569-0,Hemoglobin D/Hemoglobin.total,1,1,,
45690-5,Viral hepatitis [Minimum Data,4,,,1
45691-3,Wound infection [Minimum Data,4,,,1
45692-1,Infections - none of above [M,4,,,1
45693-9,Other current or more detaile,4,,,1
45694-7,Weight gain or loss of 3+ Lbs,4,,,1
45695-4,Inability to lie flat due to,4,,,1
45696-2,Dehydrated [Minimum Data Set],4,,,1
45697-0,Insufficient fluid; did NOT c,4,,,1
45698-8,Delusions [Minimum Data Set],4,,,1
45699-6,Dizziness or vertigo [Minimum,4,,,1
45700-2,Edema [Minimum Data Set],4,,,1
45701-0,Fever [Minimum Data Set],4,,,1
45702-8,Hallucinations [Minimum Data,4,,,1
45703-6,Internal bleeding [Minimum Da,4,,,1
45704-4,Recurrent lung aspirations in,4,,,1
45705-1,Shortness of breath [Minimum,4,,,1
45706-9,Syncope [Minimum Data Set],4,,,1
45707-7,Unsteady gait [Minimum Data S,4,,,1
4570-8,Hemoglobin D - Punjab [Presen,1,1,,
45708-5,Vomiting [Minimum Data Set],4,,,1
45709-3,Problem conditions - none of,4,,,1
45710-1,Pain frequency [Minimum Data,4,,,1
45711-9,Pain intensity [Minimum Data,4,,,1
45712-7,Back pain [Minimum Data Set],4,,,1
45713-5,Bone pain [Minimum Data Set],4,,,1
45714-3,Chest pain while doing usual,4,,,1
45715-0,Headache [Minimum Data Set],4,,,1
4571-6,Hemoglobin D - Punjab [Units/,1,1,,
45716-8,Hip pain [Minimum Data Set],4,,,1
45717-6,Incisional pain [Minimum Data,4,,,1
45718-4,Joint pain [Minimum Data Set],4,,,1
45719-2,Soft tissue pain [Minimum Dat,4,,,1
457-2,Spiramycin [Susceptibility] b,1,1,,
45720-0,Stomach pain [Minimum Data Se,4,,,1
45721-8,Other pain [Minimum Data Set],4,,,1
45722-6,Fell in past 30 days [Minimum,4,,,1
45723-4,Fell in past 31-180 days [Min,4,,,1
4572-4,Hemoglobin Denver [Presence],1,1,,
45724-2,Hip fracture in last 180 days,4,,,1
45725-9,Other fracture in last 180 da,4,,,1
45726-7,Accidents - none of above [Mi,4,,,1
45727-5,Conditions/diseases make resi,4,,,1
45728-3,Resident experiencing an acut,4,,,1
45729-1,"End-Stage disease, 6 or fewer",4,,,1
45730-9,Stability of conditions - non,4,,,1
45731-7,Chewing problem [Minimum Data,4,,,1
4573-2,Hemoglobin E/Hemoglobin.total,1,1,,
45732-5,Swallowing problem [Minimum D,4,,,1
45733-3,Mouth pain [Minimum Data Set],4,,,1
45734-1,Oral problems - none of above,4,,,1
45735-8,Weight loss [Minimum Data Set,4,,,1
45736-6,Weight gain [Minimum Data Set,4,,,1
45737-4,Complains about the taste of,4,,,1
45738-2,Regular or repetitive complai,4,,,1
45739-0,Leaves 25%+ food uneaten at m,4,,,1
4574-0,Hemoglobin E/Hemoglobin.total,1,1,,
45740-8,Nutritional problems - none o,4,,,1
45741-6,Parenteral IV [Minimum Data S,4,,,1
45742-4,Feeding tube [Minimum Data Se,4,,,1
45743-2,Mechanically altered diet [Mi,4,,,1
45744-0,Syringe or oral feeding [Mini,4,,,1
45745-7,Therapeutic diet [Minimum Dat,4,,,1
45746-5,Dietary supplement between me,4,,,1
45747-3,"Plate guard, stabilized built",4,,,1
45748-1,On a planned weight change pr,4,,,1
45749-9,Nutritional approaches - none,4,,,1
45750-7,Proportion of total calories,4,,,1
45751-5,Deprecated Average fluid inta,4,,,1
45752-3,Ventilator or respirator [Min,4,,,1
45753-1,Alcohol or drug treatment pro,4,,,1
45754-9,Alzheimer's or dementia speci,4,,,1
45755-6,Hospice care [Minimum Data Se,4,,,1
45756-4,Pediatric unit [Minimum Data,4,,,1
4575-7,Hemoglobin E/Hemoglobin.total,1,1,,
45757-2,Respite care [Minimum Data Se,4,,,1
45758-0,Training in skills required t,4,,,1
45759-8,Special treatments/programs -,4,,,1
45760-6,Number of days with at least,4,,,1
45761-4,Total minutes of speech langu,4,,,1
45762-2,Number of days with at least,4,,,1
45763-0,Total minutes of occupational,4,,,1
45764-8,Number of days with at least,4,,,1
4576-5,Hemoglobin F/Hemoglobin.total,1,1,,
45765-5,Total minutes of physical the,4,,,1
45766-3,Number of days with at least,4,,,1
45767-1,Total minutes of respiratory,4,,,1
45768-9,Number of days with at least,4,,,1
45769-7,"Debris - soft, easily movable",4,,,1
45770-5,Has dentures or removable bri,4,,,1
45771-3,Some or all natural teeth los,4,,,1
45772-1,"Broken, loose, or carious tee",4,,,1
4577-3,Hemoglobin F - Texas [Presenc,1,1,,
45773-9,"Inflamed, swollen, or bleedin",4,,,1
45774-7,Daily cleaning of teeth or de,4,,,1
45775-4,Oral status/disease preventio,4,,,1
45776-2,Ulcers.stage 1 # [Minimum Dat,4,,,1
45777-0,Ulcers.stage 2 # [Minimum Dat,4,,,1
45778-8,Ulcers.stage 3 # [Minimum Dat,4,,,1
45779-6,Ulcers.stage 4 # [Minimum Dat,4,,,1
45780-4,Pressure injury stage [Minimu,4,,,1
4578-1,Hemoglobin F - Texas [Units/v,1,1,,
45781-2,Stasis ulcer stage [Minimum D,4,,,1
45782-0,History of resolved ulcers [M,4,,,1
45783-8,Abrasions or bruises [Minimum,4,,,1
45784-6,Second or third degree burns,4,,,1
45785-3,Open lesions other than ulcer,4,,,1
45786-1,Rashes [Minimum Data Set],4,,,1
45787-9,Skin desensitized to pain or,4,,,1
45788-7,Skin tears or cuts (other tha,4,,,1
45789-5,Surgical wounds [Minimum Data,4,,,1
45790-3,Other skin problems - none of,4,,,1
45791-1,Pressure relieving devices fo,4,,,1
45792-9,Pressure relieving devices fo,4,,,1
45793-7,Turning or repositioning prog,4,,,1
45794-5,Nutrition or hydration interv,4,,,1
45795-2,Ulcer care [Minimum Data Set],4,,,1
45796-0,Surgical wound care [Minimum,4,,,1
45797-8,Application of dressings (wit,4,,,1
45798-6,Application of ointments or m,4,,,1
4579-9,Hemoglobin F [Presence] in Bl,1,1,,
45799-4,Other preventative or protect,4,,,1
458-0,Spiramycin [Susceptibility] b,1,1,,
45800-0,Skin treatments - none of abo,4,,,1
45801-8,One or more foot problems [Mi,4,,,1
45802-6,Infection of foot [Minimum Da,4,,,1
45803-4,Open lesions on the foot [Min,4,,,1
45804-2,Nails/calluses trimmed during,4,,,1
45805-9,Received preventative or prot,4,,,1
45806-7,Application of dressings (foo,4,,,1
4580-7,Hemoglobin F1/Hemoglobin.tota,1,1,,
45807-5,Foot problems and care - none,4,,,1
45808-3,Awake in morning [Minimum Dat,4,,,1
45809-1,Awake in afternoon [Minimum D,4,,,1
45810-9,Awake in evening [Minimum Dat,4,,,1
45811-7,Time awake - none of above [M,4,,,1
45812-5,Average time involved in acti,4,,,1
45813-3,Preferred activity setting -,4,,,1
45814-1,Preferred activity setting -,4,,,1
4581-5,Hemoglobin G - Coushatta [Pre,1,1,,
45815-8,Preferred activity setting -,4,,,1
45816-6,Preferred activity setting -,4,,,1
45817-4,Preferred activitty setting -,4,,,1
45818-2,Activity preferences - cards,4,,,1
45819-0,Activity preferences - crafts,4,,,1
45820-8,Activity preferences - exerci,4,,,1
45821-6,Activity preferences - music,4,,,1
45822-4,Activity preferences - readin,4,,,1
4582-3,Hemoglobin G - Coushatta [Uni,1,1,,
45823-2,Activity preferences - spirit,4,,,1
45824-0,Activity preferences - trips,4,,,1
45825-7,Activity preferences - walkin,4,,,1
45826-5,Activity preferences - watchi,4,,,1
45827-3,Activity preferences - garden,4,,,1
45828-1,Activity preferences - talkin,4,,,1
45829-9,Activity preferences - helpin,4,,,1
45830-7,Activity preferences - none o,4,,,1
4583-1,Hemoglobin G - Georgia [Prese,1,1,,
45831-5,Type of activities in which r,4,,,1
45832-3,Extent of resident involvemen,4,,,1
45833-1,Number of medications [Minimu,4,,,1
45834-9,New medications [Minimum Data,4,,,1
45835-6,Number of days injections rec,4,,,1
45836-4,Number of days antipsychotic,4,,,1
45837-2,Number of days antianxiety me,4,,,1
45838-0,Number of days antidepressant,4,,,1
45839-8,Number of days hypnotic medic,4,,,1
45840-6,Number of days diuretic medic,4,,,1
45841-4,Chemotherapy [Minimum Data Se,4,,,1
45842-2,Dialysis [Minimum Data Set],4,,,1
45843-0,IV medication [Minimum Data S,4,,,1
45844-8,Intake/output [Minimum Data S,4,,,1
45845-5,Monitoring of acute medical c,4,,,1
45846-3,Ostomy care [Minimum Data Set,4,,,1
45847-1,Oxygen therapy [Minimum Data,4,,,1
45848-9,Radiation [Minimum Data Set],4,,,1
4584-9,Hemoglobin G - Georgia [Prese,1,1,,
45849-7,Suctioning [Minimum Data Set],4,,,1
45850-5,Tracheostomy care [Minimum Da,4,,,1
45851-3,Transfusions [Minimum Data Se,4,,,1
45852-1,Total minutes of psychologica,4,,,1
45853-9,Special behavior symptom eval,4,,,1
45854-7,Evaluation by a licensed ment,4,,,1
45855-4,Group therapy [Minimum Data S,4,,,1
4585-6,Hemoglobin G - Philadelphia [,1,1,,
45856-2,Resident-specific deliberate,4,,,1
45857-0,Reorientation [Minimum Data S,4,,,1
45858-8,"Mood, behavior, cognitive los",4,,,1
45859-6,Number of days of passive ran,4,,,1
45860-4,Number of days of active rang,4,,,1
45861-2,Number of days of splint or b,4,,,1
45862-0,Number of days of training an,4,,,1
45863-8,Number of days of training an,4,,,1
4586-4,Hemoglobin G - Philadelphia [,1,1,,
45864-6,Number of days of training an,4,,,1
45865-3,Number of days of training an,4,,,1
45866-1,Number of days of training an,4,,,1
45867-9,Number of days of training an,4,,,1
45868-7,Number of days of training an,4,,,1
45869-5,Number of days of other rehab,4,,,1
45870-3,Bed rails - full bed rails on,4,,,1
45871-1,Bed rails - other types of si,4,,,1
4587-2,Hemoglobin H/Hemoglobin.total,1,1,,
45872-9,Trunk restraint [Minimum Data,4,,,1
45873-7,Limb restraint [Minimum Data,4,,,1
45874-5,Chair prevents rising [Minimu,4,,,1
45875-2,Number hospital admissions in,4,,,1
45876-0,Number of emergency room visi,4,,,1
45877-8,Number of physician visits in,4,,,1
45878-6,Number of days physician orde,4,,,1
45879-4,Abnormal lab values in last 9,4,,,1
4588-0,Hemoglobin H/Hemoglobin.total,1,1,,
45880-2,Resident expresses/indicates,4,,,1
45881-0,Resident has a support person,4,,,1
45882-8,Stay projected to be of a sho,4,,,1
45883-6,Overall change in care needs,4,,,1
45884-4,Participation in assessment [,4,,,1
45885-1,Participation in assessment F,4,,,1
45886-9,Number of days recreation the,4,,,1
45887-7,Total recreation therapy in l,4,,,1
45888-5,Therapy orders to begin in 1s,4,,,1
45889-3,"Through day 15, provide an es",4,,,1
45890-1,"Through day 15, provide an es",4,,,1
45891-9,Furthest distance walked with,4,,,1
45892-7,Time walked without sitting d,4,,,1
45893-5,Self-Performance in walking d,4,,,1
45894-3,Walking support provided [Min,4,,,1
45895-0,Parallel bars used by residen,4,,,1
45896-8,Delirium trigger [Minimum Dat,4,,,1
45897-6,Cognitive loss or dementia tr,4,,,1
4589-8,Hemoglobin Hasharon [Presence,1,1,,
45898-4,Visual function trigger [Mini,4,,,1
45899-2,Communication trigger [Minimu,4,,,1
45900-8,ADL-rehabilitation trigger A,4,,,1
45901-6,ADL-rehabilitation trigger B,4,,,1
45902-4,Urinary incontinence and indw,4,,,1
45903-2,Psychosocial well-being trigg,4,,,1
45904-0,Mood state trigger [Minimum D,4,,,1
45905-7,Behavioral symptoms trigger [,4,,,1
4590-6,Hemoglobin Hasharon [Presence,1,1,,
45906-5,Activities trigger A [Minimum,4,,,1
45907-3,Activities trigger B [Minimum,4,,,1
45908-1,Falls trigger [Minimum Data S,4,,,1
45909-9,Nutritional status trigger [M,4,,,1
45910-7,Feeding tubes trigger [Minimu,4,,,1
45911-5,Dehydration/fluid maintenance,4,,,1
45912-3,Dental care trigger [Minimum,4,,,1
45913-1,Pressure injuries trigger [Mi,4,,,1
4591-4,Hemoglobin Hope [Presence] in,1,1,,
45914-9,Psychotropic drug use trigger,4,,,1
45915-6,Physical restraints trigger [,4,,,1
45916-4,Resident assessment protocol,4,,,1
45917-2,Resident assessment protocol,4,,,1
45918-0,Resident assessment protocol,4,,,1
45919-8,Resident assessment protocol,4,,,1
45920-6,Resident assessment protocol,4,,,1
45921-4,Resident assessment protocol,4,,,1
4592-2,Hemoglobin Hope [Presence] in,1,1,,
45922-2,Resident assessment protocol,4,,,1
45923-0,Resident assessment protocol,4,,,1
45924-8,Resident assessment protocol,4,,,1
45925-5,Resident assessment protocol,4,,,1
45926-3,Resident assessment protocol,4,,,1
45927-1,Resident assessment protocol,4,,,1
45928-9,Resident assessment protocol,4,,,1
45929-7,Resident assessment protocol,4,,,1
4593-0,Hemoglobin I [Presence] in Bl,1,1,,
45930-5,Resident assessment protocol,4,,,1
45931-3,Resident assessment protocol,4,,,1
45932-1,Resident assessment protocol,4,,,1
45933-9,Resident assessment protocol,4,,,1
45934-7,Resident assessment protocol,4,,,1
45935-4,Resident assessment protocol,4,,,1
45936-2,Resident assessment protocol,4,,,1
45937-0,Resident assessment protocol,4,,,1
45938-8,Resident assessment protocol,4,,,1
45939-6,Resident assessment protocol,4,,,1
45940-4,Resident assessment protocol,4,,,1
45941-2,Resident assessment protocol,4,,,1
45942-0,Resident assessment protocol,4,,,1
45943-8,Resident assessment protocol,4,,,1
45944-6,Resident assessment protocol,4,,,1
45945-3,Resident assessment protocol,4,,,1
45946-1,Resident assessment protocol,4,,,1
45947-9,Resident assessment protocol,4,,,1
4594-8,Hemoglobin I [Presence] in Bl,1,1,,
45948-7,Resident assessment protocol,4,,,1
45949-5,Resident assessment protocol,4,,,1
45950-3,Resident assessment protocol,4,,,1
45951-1,Resident assessment protocol,4,,,1
45952-9,National provider ID,4,,,1
45953-7,Influenza virus vaccine recei,4,,,1
45954-5,Reason influenza virus vaccin,4,,,1
4595-5,Hemoglobin J - Baltimore [Pre,1,1,,
45955-2,Pneumococcal vaccine status u,4,,,1
45956-0,Reason pneumococcal vaccine n,4,,,1
45957-8,Participation in assessment S,4,,,1
45958-6,Other current or more detaile,4,,,1
45959-4,Other current or more detaile,4,,,1
45960-2,Other current or more detaile,4,,,1
45961-0,Other current or more detaile,4,,,1
45962-8,Minimum data set for nursing,4,,,1
4596-3,Hemoglobin J - Baltimore [Pre,1,1,,
45963-6,MDS basic assessment tracking,4,,,1
45964-4,Identification information se,4,,,1
45965-1,Name Set,4,,,1
45966-9,Social Security and Medicare,4,,,1
45967-7,Facility provider numbers Set,4,,,1
45968-5,Reasons for assessment (basic,4,,,1
45969-3,MDS background information at,4,,,1
45970-1,Demographic information secti,4,,,1
4597-1,Hemoglobin J - Capetown [Pres,1,1,,
45971-9,Residential history 5 years p,4,,,1
45972-7,Language Set,4,,,1
45973-5,Conditions related to mental,4,,,1
45974-3,Mental retardation and develo,4,,,1
45975-0,Customary routine section,4,,,1
45976-8,Customary routine in year pri,4,,,1
45977-6,Cycle of daily events Set,4,,,1
45978-4,Eating patterns Set,4,,,1
45979-2,ADL patterns Set,4,,,1
459-8,Streptomycin [Susceptibility],1,1,,
45980-0,Involvement patterns Set,4,,,1
45981-8,MDS full assessment form - ve,4,,,1
45982-6,Identification and background,4,,,1
45983-4,Assessment reference date Set,4,,,1
45984-2,Current payment sources for n,4,,,1
45985-9,Responsibility/legal guardian,4,,,1
45986-7,Advance directives Set,4,,,1
45987-5,Cognitive patterns section,4,,,1
45988-3,Memory Set,4,,,1
4598-9,Hemoglobin J - Oxford [Presen,1,1,,
45989-1,Memory recall/ability Set,4,,,1
45990-9,Indicators of delirium - peri,4,,,1
45991-7,Communication and hearing pat,4,,,1
45992-5,Communication devices and tec,4,,,1
45993-3,Modes of expression Set,4,,,1
45994-1,Vision patterns section,4,,,1
45995-8,Visual limitations and dificu,4,,,1
45996-6,Mood and behavior patterns se,4,,,1
4599-7,Hemoglobin J - Oxford [Presen,1,1,,
45997-4,"Indicators of depression, anx",4,,,1
45998-2,Verbal expressions of distres,4,,,1
45999-0,Sleep-cycle issues Set,4,,,1
46000-6,"Sad, apethetic, anxious appea",4,,,1
46001-4,Behavioral symptoms Set,4,,,1
46002-2,Psychosocial well-being secti,4,,,1
4600-3,Hemoglobin Kansas [Presence],1,1,,
46003-0,Sense of initiative/involveme,4,,,1
46004-8,Unsettled releationships Set,4,,,1
46005-5,Past roles Set,4,,,1
46006-3,Physical functioning and stuc,4,,,1
46007-1,ADL self performance or suppo,4,,,1
46008-9,Bathing [CMS Assessment],4,,,1
46010-5,Functional limitation in rang,4,,,1
4601-1,Hemoglobin Kempsey [Presence],1,1,,
46011-3,Modes of locomotion Set,4,,,1
46012-1,Modes of transfer Set,4,,,1
46013-9,ADL functional rehabilitation,4,,,1
46014-7,Continence in last 14 days se,4,,,1
46015-4,Continence self-control categ,4,,,1
46016-2,Bowel elimination pattern Set,4,,,1
46017-0,Continence appliances and pro,4,,,1
46018-8,Disease or condition diagnose,4,,,1
